SCHOOL,SPELL,LEVEL,RANGE,MAGIC,AFFECTS,NO AFFECT,IGNORE AR,PRIMARY,AOE,NEGATION,xEFFECT,xAOE,xNEGATION,SPECIAL,SLOW,SCATTER,DESCRIPTION
Paladin Magic,Lesser Smite,1,5,Y,-,-,Y,Fire 1-13,Single,MR 2d4,-,-,-,-,-,-,
Paladin Magic,Godflesh,2,0,Y,-,-,-,"Armor +2, Slash/Blunt/ Pierce Resistance",Single,-,-,-,-,-,-,-,"Half Damage from Slashing, Blunt, and Piercing weapons"
Paladin Magic,Resist Magic,2,8,Y,Only Friendly,-,-,Magic Resistance +2,Single,-,-,-,-,-,-,-,
Paladin Magic,Avatar,3,0,Y,-,-,-,Non-Magical Invulnerability,Single,-,-,-,-,-,-,-,"A unit with this ability cannot be harmed by Slash, Pierce, or Blunt damage unless it is magical"
Paladin Magic,Smite,3,5,Y,-,-,Y,Fire 1-50,Single,(gd) MR 2d6,-,-,-,-,-,-,
Prayers,Banish,1,6,Y,-,-,-,Banish,-,MR 2d4,-,-,-,-,-,-,
Prayers,Blessing,1,8,Y,Only Friendly,-,-,Blessing,Burst 9,-,-,-,-,-,-,-,*
Prayers,Conversion,1,5,Y,Humans; Hoburghers,Mindless,-,Charm,Single,MR 2d4; MRL 2d4,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Prayers,Healing Words,1,8,Y,Only Friendly Humans & Hoburghers,Lifeless,Y,Heal 1-5,Single,-,-,-,-,Increased Healing for Humans & Horburghers,-,-,CANNOT heal above half of full HP
Prayers,Resist Magic,1,8,Y,Only Friendly,-,-,Magic Resistance +2,Single,-,-,-,-,-,-,-,
Prayers,Saving Grace,1,8,Y,Only Friendly,-,-,Twist Fate,Single,-,-,-,-,-,-,-,The Twist Fate effect will prevent the first successful attack against the unit
Prayers,Divine Utterings,2,8,Y,-,-,-,Banish,Burst 9,(ez) MR 1d5,-,-,-,-,-,-,
Prayers,Greater Banishment,2,6,Y,-,-,-,Banish,3 strikes,(gd) MR 2d6,-,-,-,-,-,-,
Prayers,Greater Blessing,2,8,Y,Only Friendly,-,-,Blessing,Burst 25,-,-,-,-,-,-,-,*
Prayers,Healing Prayer,2,8,Y,Only Friendly Humans & Hoburghers,Lifeless,Y,Heal 1-3,Burst 9,-,-,-,-,Increased Healing for Humans & Horburghers,-,-,CANNOT heal above half of full HP
Prayers,Mass Conversion,2,5,Y,Humans; Hoburghers,Mindless,-,Charm,Burst 9,MR 2d4; MRL 2d4,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Prayers,Mercy,2,8,Y,Only Friendly,-,-,Twist Fate,Burst 9,-,-,-,-,-,Y,-,The Twist Fate effect will prevent the first successful attack against the unit
Prayers,Bless Army,3,8,Y,Only Friendly,-,-,Blessing,All Friends,-,-,-,-,-,-,-,*
Prayers,Divine Word,3,8,Y,-,-,-,Banish,Burst 9,(gd) MR 2d6,-,-,-,-,-,-,
Prayers,Healing Miracle,3,8,Y,Only Friendly Humans & Hoburghers,Lifeless,Y,Heal 1-3,Burst 25,-,-,-,-,Increased Healing for Humans & Horburghers,-,-,CANNOT heal above half of full HP
Prayers,Heavenly Strike,3,10,Y,-,-,Y,Fire 1-999,Single,(gd) MR 2d6,-,-,-,-,-,-,
Prayers,True Faith,3,5,Y,Humans; Hoburghers,Mindless,-,Charm,Burst 25,MR 2d4; MRL 2d4,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Pyromancy,Blood Boil,1,6,Y,-,Lifeless,Y,Fire 1-15,Single,MR 2d4,-,-,-,-,-,-,
Pyromancy,Combustion,1,6,Y,-,-,-,Burn,4 strikes,-,-,-,-,Burn Forest,-,-,"Burning units will take fire damage each round. Large units take more damage than small units. Chance to put out fire each round, greater chance with Fire Resist; Grants Burn Forest ability"
Pyromancy,Fire Resistance,1,6,Y,-,-,-,Fire Resistance (100),Burst 5,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Pyromancy,Fire Shield,1,6,Y,-,-,-,Fire Shield (3),Single,-,-,-,-,-,-,-,"Any enemy attacking this unit in melee will take some fire Damage; They may also be set on fire, suffering more fire Damage every turn until the fire goes out; Units with Fire Aura (6) or greater will automatically set forest and jungle squares on fire upon entering them"
Pyromancy,Flame Burst,1,6,Y,-,-,-,Fire 1-8,Single,-,-,-,-,-,-,-,
Pyromancy,Flames,1,6,Y,-,-,-,Fire 1-3,Burst 3,-,-,-,-,-,-,-,
Pyromancy,Falling Fires,2,10,Y,-,-,-,Fire 1-6,Burst 25,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Pyromancy,Fire Cloud,2,8,Y,-,-,-,Fire 1-10,Burst 9,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Pyromancy,Fire Ward,2,6,Y,-,-,-,Fire Resistance (100),Burst 25,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Pyromancy,Fireball,2,6,Y,-,-,-,Fire 1-15,Burst 5,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Pyromancy,Incinerate,2,6,Y,-,-,Y,Fire 1-25,Single,-,-,-,-,-,-,-,
Pyromancy,Mass Combustion,2,10,Y,Only Enemy,-,-,Burn,Burst 50,-,-,-,-,Burn Forest,Y,-,Grants Burn Forest ability
Pyromancy,Meteor,2,15,Y,-,-,-,Blunt 1-50,Single,-,Fire 1-8,Burst 5,-,x5 damage vs Walls (Primary only),Y,Y,
Pyromancy,Summon Fire,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Lesser Fires; Burn Forest,Y,-,A maximum of about 25 Lesser Fires can be summoned in a single battle; CANNOT be cast at sea; Grants Burn Forest ability
Pyromancy,Flame Eruption,3,10,Y,-,-,-,Fire 1-18,Burst 25,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Pyromancy,Flame Storm,3,10,Y,-,-,-,Fire 1-7,Burst 50,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Pyromancy,Hellfire,3,0,Y,-,-,-,Fire 1-10,Entire Battlefield,-,-,-,-,Burn Forest,Y,-,Grants Burn Forest ability
Pyromancy,Meteor Showers,3,0,Y,-,-,-,Blunt 1-40,15% of Battlefield,-,Fire 1-8,Burst 5,-,x5 damage vs Walls (Primary only),Y,-,
Pyromancy,Pillar of Fire,3,8,Y,-,-,-,Fire 1-60,Single,-,Fire 1-8,Burst 9,-,Burn Forest,-,-,Grants Burn Forest ability
Rain,Blessing,1,8,Y,Only Friendly,-,-,Blessing,Burst 9,-,-,-,-,-,-,-,*
Rain,Dehydration,1,8,Y,-,Undead; Lifeless,-,Exhaustion,Single,STR 2d4,-,-,-,-,-,-,Exhausted units get -1 to Strength and has a chance of not moving.  Exhausted units that attack have a 50% chance of taking 1 point of damage.  Disappears after battle.
Rain,Leech,1,5,Y,-,Lifeless,Y,Magic 1-6,Single,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Rain,Greater Blessing,2,8,Y,Only Friendly,-,-,Blessing,Burst 25,-,-,-,-,-,-,-,*
Rain,Rising Tide,2,8,Y,-,Lifeless (xEffect only); Water Breathers (xEffect only),xEffect only,Stun,Burst 25,MR 2d4; STR 2d4,Blunt 1-3,-,-,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Rain,Torrent of Water,2,6,Y,-,-,-,Blunt 1-6,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Rain,Word of Power,2,4,Y,-,-,-,Paralyzation,Single,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Rain,Deluge,3,6,Y,-,-,-,Blunt 1-11,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Rain,Living Rain,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-7 Lesser Waters,Y,-,A maximum of about 25 Lesser Waters can be summoned in a single battle
Rain,Smite,3,5,Y,-,-,Y,Fire 1-50,Single,(gd) MR 2d6,-,-,-,-,-,-,
Sage Magic,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Sage Magic,Fire Resistance,1,6,Y,-,-,-,Fire Resistance (100),Burst 3,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Sage Magic,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Sage Magic,Bewilderment,2,8,Y,-,Mindless,-,Confusion,Burst 9,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Sage Magic,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Sage Magic,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Sage Magic,Invulnerability,3,0,Y,-,-,-,Non-Magical Invulnerability,Single,-,-,-,-,-,-,-,"A unit with this ability cannot be harmed by Slash, Pierce, or Blunt damage unless it is magical"
Sage Magic,Riddles of Insanity,3,8,Y,Only Enemy,Mindless,-,Confusion,8 strikes,(gd) MR 2d6,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Sage Magic,Slumbering Army,3,0,Y,Only Enemy,Mindless,-,Sleep,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Serpent Magic,Poison Bolts,1,6,Y,-,-,Y,Poison 1-8,3 strikes,-,-,-,-,-,-,-,
Serpent Magic,Poison Cloud,1,6,Y,-,-,Y,Poison 1-5,Burst 5,-,-,-,-,-,-,-,
Serpent Magic,Poison Resistance,1,6,Y,-,-,-,Poison Resistance*,Burst 5,-,-,-,-,-,-,-,Poison Damage reduced by x%*
Serpent Magic,Summon Snake,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Snake,-,-,A maximum of about 50 Snakes can be summoned in a single battle
Serpent Magic,Venom,1,6,Y,-,-,Y,Poison 1-26,Single,-,-,-,-,-,-,-,
Serpent Magic,Hydra's Blessing,2,8,Y,-,Lifeless,-,Regeneration,Burst 5,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
Serpent Magic,Pit of Snakes,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Snakes,-,-,A maximum of about 50 Snakes can be summoned in a single battle
Serpent Magic,Poison Darts,2,6,Y,-,-,Y,Poison 1-6,9 strikes,-,-,-,-,-,-,-,
Serpent Magic,Poison Mist,2,8,Y,-,-,Y,Poison 1-8,Burst 25,-,-,-,-,-,-,-,
Serpent Magic,Summon Serpent,2,E,Y,-,-,-,Summon,-,-,-,-,-,1 Serpent,-,-,A maximum of about 25 Serpents can be summoned in a single battle; CANNOT be cast at sea
Serpent Magic,Venom Ward,2,6,Y,-,-,-,Poison Resistance*,Burst 25,-,-,-,-,-,-,-,Poison Damage reduced by x%*
Serpent Magic,Venomous Death,2,6,Y,-,-,Y,Poison 1-60,Single,-,-,-,-,-,-,-,
Serpent Magic,Deadly Fumes,3,10,Y,-,-,Y,Poison 1-6,Burst 100,-,-,-,-,-,-,-,
Serpent Magic,Green Death,3,8,Y,-,-,Y,Poison 1-22,Burst 25,-,-,-,-,-,-,-,
Serpent Magic,Summon Serpents,3,E,Y,-,-,-,Summon,-,-,-,-,-,1-5 Serpents,-,-,A maximum of about 25 Serpents can be summoned in a single battle; CANNOT be cast at sea
Sidhe,Air Shield,1,8,Y,Only Friendly,-,-,Air Shield*,Burst 5,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Sidhe,Charm,1,5,Y,-,Mindless,-,Charm,Single,(ez) MR 1d5,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Sidhe,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Sidhe,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Sidhe,Fortitude,1,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 5,-,-,-,-,-,-,-,
Sidhe,Heal,1,8,Y,Only Friendly,Lifeless,Y,Heal 1-5,Single,-,-,-,-,Increased Healing,-,-,CANNOT heal above half of full HP. Grants increased healing rate for all non-inanimate beings in army
Sidhe,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Sidhe,Magic Stones,1,6,Y,-,-,-,Blunt 1-6,2 strikes,-,-,-,-,-,-,-,
Sidhe,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Sidhe,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
Sidhe,Charm,2,5,Y,-,Mindless,-,Charm,Single,MR 2d4,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Sidhe,Cloud of Confusion,2,8,Y,-,Mindless,-,Confusion,Burst 9,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Sidhe,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Sidhe,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Sidhe,Greater Healing,2,8,Y,Only Friendly,Lifeless,Y,Heal 1-3,Burst 9,-,-,-,-,Increased Healing,-,-,CANNOT heal above half of full HP. Grants increased healing rate for all non-inanimate beings in army
Sidhe,Herculean Soldiers,2,8,Y,Only Friendly,Ethereal,-,Strength +2,Burst 25,-,-,-,-,-,-,-,
Sidhe,Indomitability,2,8,Y,Only Friendly,Ethereal,-,Slash/Blunt/ Pierce Resistance,Burst 5,-,-,-,-,-,-,-,"Half Damage from Slashing, Blunt, and Piercing weapons"
Sidhe,Protective Winds,2,8,Y,Only Friendly,-,-,Air Shield*,Burst 20,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Sidhe,Battle Fortune,3,8,Y,Only Friendly,-,-,Luck,Burst 25,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Sidhe,Enchanting Voice,3,10,Y,Only Enemy,Mindless,-,Sleep,Burst 100,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Sidhe,Mist of Confusion,3,10,Y,-,Mindless,-,Confusion,Burst 25,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Sidhe,True Charm,3,8,Y,-,Mindless,-,Charm,Single,(gd) MR 2d6,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Silver Arcana,Air Shield,1,8,Y,Only Friendly,-,-,Air Shield*,Burst 5,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Silver Arcana,Guide Arrows,1,8,Y,Only Friendly,-,-,Wind Guide,Burst 5,-,-,-,-,-,-,-,"+1 Range, +1 Damage for missiles; Arrows and Javelins will hit target more easily"
Silver Arcana,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Silver Arcana,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Silver Arcana,Paralyze,1,10,Y,-,-,-,Paralyzation,Single,MR 2d4,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Silver Arcana,Shock,1,6,Y,-,-,Y,Shock 1-6,Single,-,-,-,-,-,-,-,
Silver Arcana,Antimagic,2,8,Y,-,-,-,Magic Resistance +2,Burst 25,-,-,-,-,-,-,-,
Silver Arcana,Chain Lightning,2,6,Y,-,-,Y,Shock 1-5,8 bounces range 2,-,-,-,-,-,-,-,
Silver Arcana,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Silver Arcana,Lightning Bolt,2,6,Y,-,-,Y,Shock 1-10,Line 5,-,-,-,-,-,-,-,
Silver Arcana,Protective Winds,2,8,Y,Only Friendly,-,-,Air Shield*,Burst 20,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Silver Arcana,Soul Slay,2,10,Y,-,Mindless,Y,Magic 1-999,Single,(gd) MR 2d6,Paralyzation,-,MR 2d4 (reg),-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Silver Arcana,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Silver Arcana,Summon Clouds,2,1,Y,-,-,-,Summon,-,-,-,-,-,1-2 Cloud Elementals,Y,-,A maximum of about 25 Cloud Elementals can be summoned in a single battle
Silver Arcana,Wind Guide,2,8,Y,Only Friendly,-,-,Wind Guide,Burst 5,-,-,-,-,-,-,-,"+1 Range, +1 Damage for missiles; Arrows and Javelins will hit target more easily"
Silver Arcana,Arcane Tempest,3,0,Y,Only Enemy,-,-,Blunt 1-3,All Enemies,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Silver Arcana,Battle Fortune,3,8,Y,Only Friendly,-,-,Luck,Burst 25,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Silver Arcana,Call Lightning,3,10,Y,-,-,Y,Shock 1-8,12 strikes,-,Stun,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Silver Arcana,Friendly Storm,3,0,Y,Only Friendly,-,-,Air Shield*,All Friends,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Sky,Blessing,1,8,Y,Only Friendly,-,-,Blessing,Burst 9,-,-,-,-,-,-,-,*
Sky,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Sky,Shock,1,6,Y,-,-,Y,Shock 1-6,Single,-,-,-,-,-,-,-,
Sky,Greater Blessing,2,8,Y,Only Friendly,-,-,Blessing,Burst 25,-,-,-,-,-,-,-,*
Sky,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Sky,Thunderhead,2,15,Y,-,-,Y,Shock 1-12,3 strikes,-,Shock 1,Burst 6,-,-,Y,-,
Sky,Word of Power,2,4,Y,-,-,-,Paralyzation,Single,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Sky,Gale,3,0,Y,-,-,-,Blunt 1-5,Entire Battlefield,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Sky,Living Clouds,3,1,Y,-,-,-,Summon,-,-,-,-,-,1-2 Cloud Elementals,Y,-,A maximum of 25 Cloud Elementals can be summoned in a single battle
Sky,Smite,3,5,Y,-,-,Y,Fire 1-50,Single,(gd) MR 2d6,-,-,-,-,-,-,
Solar Magic,Aura of the Sun,1,8,Y,Only Friendly,Undead,-,Awe*,Single,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
Solar Magic,Sunbeam,1,8,Y,-,-,Y,Fire 1-2,Burst 5,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Solar Magic,Sunlight,1,8,Y,-,-,Y,Fire 1-3,Single,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Solar Magic,Solar Flare,2,8,Y,-,-,Y,Fire 1-8,Burst 5,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Solar Magic,Solar Rays,2,10,Y,-,-,Y,Fire 1-2,Burst 25,-,Blindness,-,(ez) MR 1d5,x2 damage vs Undead,-,-,Unit almost always misses with attacks
Solar Magic,Vengeance of the Sun,2,6,Y,-,-,-,Fire Shield (3),Burst 5,-,-,-,-,-,-,-,"Any enemy attacking this unit in melee will take some fire Damage; They may also be set on fire, suffering more fire Damage every turn until the fire goes out; Units with Fire Aura (6) or greater will automatically set forest and jungle squares on fire upon entering them"
Solar Magic,Army of the Sun,3,8,Y,Only Friendly,Undead,-,Awe*,Burst 25,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
Solar Magic,Godflesh,3,8,Y,-,Ethereal,-,"Fire Resistance (100), Awe, Armor +2, Slash/Blunt/ Pierce Resistance",Single,-,-,-,-,-,-,-,"All Friendly Units have Fire Damage reduced by 100%; Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells; Half Damage from Slashing, Blunt, and Piercing weapons"
Solar Magic,Solar Brilliance,3,0,Y,-,-,Y,Fire 1-2,Entire Battlefield,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,Y,-,Unit almost always misses with attacks
Spiritism,Banish Spirit,1,6,Y,-,-,-,Banish,Single,MR 2d4,-,-,-,-,-,-,
Spiritism,Call Ancestor,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Ancestral Warrior,Y,-,A maximum of about 25 Ancestral Warriors can be summoned in a single battle
Spiritism,Call Spirit of the Western Wind,1,8,-,-,-,-,Blunt 1-3,Burst 9,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Spiritism,Call Vengeful Spirit,1,8,Y,-,-,Y,Fear 1-9,Single,(gd) MR 2d6,-,-,-,-,Y,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Spiritism,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Spiritism,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Spiritism,Call Spirits of the Night,2,10,Y,Only Enemy,-,Y,Fear 1-5,Burst 25,(gd) MR 2d6,-,-,-,-,Y,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Spiritism,Call Storm Spirit,2,10,-,-,-,-,Blunt 1-3,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Spiritism,Call the Spirits of Plague,2,10,Y,Only Enemy,Lifeless,-,Disease,Burst 25,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Spiritism,Call the Spirits of Thunder,2,15,Y,-,-,Y,Shock 1-13,3 strikes,-,Shock 1,Burst 6,-,-,Y,-,
Spiritism,Fortune of Ancestors,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Spiritism,Wind of Silence,2,6,Y,-,-,-,Banish,Burst 9,(ez) MR 1d5,-,-,-,-,-,-,
Spiritism,Wrath of the Ancestors,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-4 Ancestor Spirits,Y,-,A maximum of about 25 Ancestor Spirits can be summoned in a single battle
Spiritism,Call Spirit Lord of the Sky,3,0,-,-,-,-,Blunt 1-5,Entire Battlefield,-,Stun,-,STR 2d4,-,Y,-,
Spiritism,Eternal Rest,3,6,Y,-,-,-,Banish,Burst 9,MR 2d4,-,-,-,-,-,-,
Spiritism,Spirit Gate,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-9 Ancestor Spirits,Y,-,A maximum of about 25 Ancestor Spirits can be summoned in a single battle
Storm Magic,Air Shield,1,8,Y,Only Friendly,-,-,Air Shield*,Burst 5,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Storm Magic,Guide Arrows,1,8,Y,Only Friendly,-,-,Wind Guide,Burst 5,-,-,-,-,-,-,-,"+1 Range, +1 Damage for missiles; Arrows and Javelins will hit target more easily"
Storm Magic,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Storm Magic,Lightning Resistance,1,6,Y,-,-,-,Shock Resistance*,Burst 5,-,-,-,-,-,-,-,Shock Damage reduced by (x)%*
Storm Magic,Shock,1,6,Y,-,-,Y,Shock 1-6,Single,-,-,-,-,-,-,-,
Storm Magic,Shock Field,1,4,Y,-,-,Y,Shock 1-2,Burst 3,-,-,-,-,-,-,-,
Storm Magic,Sparks,1,8,Y,-,-,Y,Shock 1-3,2 strikes,-,Stun,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Storm Magic,Swiftness,1,8,Y,-,Lifeless,-,Quickness,Single,-,-,-,-,-,-,-,A unit with quickness will move fast in combat and also avoide about 1/4 of all attacks made against it
Storm Magic,Chain Lightning,2,6,Y,-,-,Y,Shock 1-5,8 bounces range 2,-,-,-,-,-,-,-,
Storm Magic,Haste,2,8,Y,-,Lifeless,-,Quickness,Burst 25,-,-,-,-,-,-,-,A unit with quickness will move fast in combat and also avoide about 1/4 of all attacks made against it
Storm Magic,Lightning Bolt,2,6,Y,-,-,Y,Shock 1-10,Line 5,-,-,-,-,-,-,-,
Storm Magic,Orb Lightning,2,6,Y,-,-,Y,Shock 1-8,Burst 15,-,Stun,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Storm Magic,Protective Winds,2,8,Y,Only Friendly,-,-,Air Shield (75),Burst 20,-,-,-,-,-,-,-,75% chance of taking no Damage from normal non-magical missile attacks
Storm Magic,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
